warehouse,date,orders,holiday_name,holiday,shutdown,mini_shutdown,shops_closed,winter_school_holidays,school_holidays,blackout,mov_change,frankfurt_shutdown,precipitation,snow,user_activity_1,user_activity_2,id,warehouse_id,holiday_name_id,weekday,month
Prague_1,2024-02-09,12193,,0,0,0,0,0,0,0,0,0,3.9,0,1711,44293,Prague_1_2024-02-09,51,0,5,2
Prague_1,2024-02-10,10600,,0,0,0,0,0,0,0,0,0,1,0,1708,44330,Prague_1_2024-02-10,51,0,6,2
Prague_1,2024-02-11,10597,,0,0,0,0,0,0,0,0,0,7.9,0,1690,44282,Prague_1_2024-02-11,51,0,7,2
Prague_1,2024-02-12,9618,,0,0,0,0,1,0,0,0,0,2.1,0,1662,44241,Prague_1_2024-02-12,51,0,1,2
Prague_1,2024-02-13,9162,,0,0,0,0,1,0,0,0,0,0,0,1634,44174,Prague_1_2024-02-13,51,0,2,2
Prague_1,2024-02-14,9880,,0,0,0,0,1,0,0,0,0,0,0,1711,44240,Prague_1_2024-02-14,51,0,3,2
Prague_1,2024-02-15,9432,,0,0,0,0,1,0,0,0,0,3,0,1694,44242,Prague_1_2024-02-15,51,0,4,2
Prague_1,2024-02-16,11095,,0,0,0,0,1,0,0,0,0,0,0,1682,44317,Prague_1_2024-02-16,51,0,5,2
Prague_1,2024-02-17,10488,,0,0,0,0,1,0,0,0,0,7,0,1678,44268,Prague_1_2024-02-17,51,0,6,2
Prague_1,2024-02-18,10159,,0,0,0,0,1,0,0,0,0,1.5,0,1666,44140,Prague_1_2024-02-18,51,0,7,2
Prague_1,2024-02-19,9466,,0,0,0,0,1,0,0,0,0,0.6,0,1630,44004,Prague_1_2024-02-19,51,0,1,2
Prague_1,2024-02-20,9340,,0,0,0,0,1,0,0,0,0,0.2,0,1692,43900,Prague_1_2024-02-20,51,0,2,2
Prague_1,2024-02-21,9224,,0,0,0,0,1,0,0,0,0,0,0,1656,43898,Prague_1_2024-02-21,51,0,3,2
Prague_1,2024-02-22,9578,,0,0,0,0,1,0,0,0,0,2.9,0,1674,43876,Prague_1_2024-02-22,51,0,4,2
Prague_1,2024-02-23,11400,,0,0,0,0,1,0,0,0,0,1.3,0,1687,43882,Prague_1_2024-02-23,51,0,5,2
Prague_1,2024-02-24,9888,,0,0,0,0,1,0,0,0,0,0.5,0,1651,43830,Prague_1_2024-02-24,51,0,6,2
Prague_1,2024-02-25,10171,,0,0,0,0,1,0,0,0,0,0,0,1664,43673,Prague_1_2024-02-25,51,0,7,2
Prague_1,2024-02-26,9776,,0,0,0,0,0,0,0,0,0,0,0,1650,43593,Prague_1_2024-02-26,51,0,1,2
Prague_1,2024-02-27,9074,,0,0,0,0,0,0,0,0,0,0,0,1639,43509,Prague_1_2024-02-27,51,0,2,2
Prague_1,2024-02-28,9078,,0,0,0,0,0,0,0,0,0,0,0,1656,43492,Prague_1_2024-02-28,51,0,3,2
Prague_1,2024-02-29,9628,,0,0,0,0,0,0,0,0,0,0,0,1664,43526,Prague_1_2024-02-29,51,0,4,2
Prague_1,2024-03-01,11683,,0,0,0,0,0,0,0,0,0,0.7,0,1684,43615,Prague_1_2024-03-01,51,0,5,3
Prague_1,2024-03-02,10432,,0,0,0,0,0,0,0,0,0,0,0,1674,43581,Prague_1_2024-03-02,51,0,6,3
Prague_1,2024-03-03,9900,,0,0,0,0,0,0,0,0,0,0,0,1650,43469,Prague_1_2024-03-03,51,0,7,3
Prague_1,2024-03-04,9520,,0,0,0,0,0,0,0,0,0,0,0,1630,43324,Prague_1_2024-03-04,51,0,1,3
Prague_1,2024-03-05,9316,,0,0,0,0,0,0,0,0,0,0,0,1639,43240,Prague_1_2024-03-05,51,0,2,3
Prague_1,2024-03-06,9283,,0,0,0,0,0,0,0,0,0,0,0,1616,43215,Prague_1_2024-03-06,51,0,3,3
Prague_1,2024-03-07,9754,,0,0,0,0,0,0,0,0,0,0,0,1682,43236,Prague_1_2024-03-07,51,0,4,3
Prague_1,2024-03-08,11917,International womens day,0,0,0,0,0,0,0,0,0,0,0,1702,43310,Prague_1_2024-03-08,51,14,5,3
Prague_1,2024-03-09,10344,,0,0,0,0,0,0,0,0,0,0,0,1658,43263,Prague_1_2024-03-09,51,0,6,3
Prague_1,2024-03-10,10250,,0,0,0,0,0,0,0,0,0,0,0,1664,43076,Prague_1_2024-03-10,51,0,7,3
Prague_1,2024-03-11,9866,,0,0,0,0,0,0,0,0,0,0,0,1627,42997,Prague_1_2024-03-11,51,0,1,3
Prague_1,2024-03-12,9710,,0,0,0,0,0,0,0,0,0,0,0,1656,42926,Prague_1_2024-03-12,51,0,2,3
Prague_1,2024-03-13,9628,,0,0,0,0,0,0,0,0,0,0,0,1678,42908,Prague_1_2024-03-13,51,0,3,3
Prague_1,2024-03-14,10056,,0,0,0,0,0,0,0,0,0,0,0,1676,42908,Prague_1_2024-03-14,51,0,4,3
Prague_1,2024-03-15,11917,,0,0,0,0,0,0,0,0,0,0.1,0,1692,42917,Prague_1_2024-03-15,51,0,5,3
Brno_1,2020-12-05,6447,,0,0,0,0,0,0,0,0,0,0,0,2332,27392,Brno_1_2020-12-05,11,0,6,12
Brno_1,2020-12-06,5338,,0,0,0,0,0,0,0,0,0,0,0,2294,27305,Brno_1_2020-12-06,11,0,7,12
Brno_1,2020-12-07,5621,,0,0,0,0,0,0,0,0,0,0.5,0,2305,27255,Brno_1_2020-12-07,11,0,1,12
Brno_1,2020-12-08,5792,,0,0,0,0,0,0,0,0,0,0,0,2321,27120,Brno_1_2020-12-08,11,0,2,12
Brno_1,2020-12-09,5894,,0,0,0,0,0,0,0,0,0,0.3,0,2331,27209,Brno_1_2020-12-09,11,0,3,12
Brno_1,2020-12-10,6122,,0,0,0,0,0,0,0,0,0,0.8,0,2337,27304,Brno_1_2020-12-10,11,0,4,12
Brno_1,2020-12-11,6821,,0,0,0,0,0,0,0,0,0,0.9,2,2363,27370,Brno_1_2020-12-11,11,0,5,12
Brno_1,2020-12-12,6727,,0,0,0,0,0,0,0,0,0,0.5,0,2353,27452,Brno_1_2020-12-12,11,0,6,12
Brno_1,2020-12-13,5997,,0,0,0,0,0,0,0,0,0,0,0,2341,27466,Brno_1_2020-12-13,11,0,7,12
Brno_1,2020-12-14,5965,,0,0,0,0,0,0,0,0,0,0,0,2341,27481,Brno_1_2020-12-14,11,0,1,12
Brno_1,2020-12-15,6249,,0,0,0,0,0,0,0,0,0,0.5,0,2330,27398,Brno_1_2020-12-15,11,0,2,12
Brno_1,2020-12-16,6267,,0,0,0,0,0,0,0,0,0,0,0,2354,27431,Brno_1_2020-12-16,11,0,3,12
Brno_1,2020-12-17,6249,,0,0,0,0,0,0,0,0,0,0,0,2356,27392,Brno_1_2020-12-17,11,0,4,12
Brno_1,2020-12-18,7149,,0,0,0,0,0,0,0,0,0,0.3,0,2381,27304,Brno_1_2020-12-18,11,0,5,12
Brno_1,2020-12-19,6905,,0,0,0,0,0,0,0,0,0,1.8,0,2389,27167,Brno_1_2020-12-19,11,0,6,12
Brno_1,2020-12-20,6607,,0,0,0,0,0,0,0,0,0,3,0,2374,27094,Brno_1_2020-12-20,11,0,7,12
Brno_1,2020-12-21,7047,,0,0,0,0,0,0,0,0,0,0.1,0,2384,27097,Brno_1_2020-12-21,11,0,1,12
Brno_1,2020-12-22,7492,,0,0,0,0,0,0,0,0,0,4.9,0,2380,27044,Brno_1_2020-12-22,11,0,2,12
Brno_1,2020-12-23,7551,,0,0,0,0,0,0,0,0,0,3.5,0,2386,27014,Brno_1_2020-12-23,11,0,3,12
Brno_1,2020-12-24,4576,Christmas Eve,1,0,0,0,0,0,0,0,0,10.7,0,2291,26780,Brno_1_2020-12-24,11,4,4,12
Brno_1,2020-12-26,6621,2nd Christmas Day,1,0,0,1,0,0,0,0,0,0,0,2428,26376,Brno_1_2020-12-26,11,2,6,12
Brno_1,2020-12-27,5917,,0,0,0,0,0,0,0,0,0,0,0,2348,26258,Brno_1_2020-12-27,11,0,7,12
Brno_1,2020-12-28,6254,,0,0,0,0,0,0,0,0,0,4.5,0,2343,26256,Brno_1_2020-12-28,11,0,1,12
Brno_1,2020-12-29,6380,,0,0,0,0,0,0,0,0,0,0,0,2356,26165,Brno_1_2020-12-29,11,0,2,12
Brno_1,2020-12-30,6817,,0,0,0,0,0,0,0,0,0,0,0,2363,26132,Brno_1_2020-12-30,11,0,3,12
Brno_1,2020-12-31,5915,,0,0,0,0,0,0,0,0,0,0,0,2329,26091,Brno_1_2020-12-31,11,0,4,12
Brno_1,2021-01-01,4203,New Years Day,1,0,0,1,0,0,0,0,0,0,0,2284,25982,Brno_1_2021-01-01,11,22,5,1
Brno_1,2021-01-02,6277,,0,0,0,0,0,0,0,0,0,0,0,2405,26003,Brno_1_2021-01-02,11,0,6,1
Brno_1,2021-01-03,6095,,0,0,0,0,0,0,0,0,0,1.5,0,2342,26008,Brno_1_2021-01-03,11,0,7,1
Brno_1,2021-01-04,6592,,0,0,0,0,0,0,0,0,0,0.3,0,2392,26090,Brno_1_2021-01-04,11,0,1,1
Brno_1,2021-01-05,6515,,0,0,0,0,0,0,0,0,0,0.3,1,2401,26215,Brno_1_2021-01-05,11,0,2,1
Brno_1,2021-01-06,6615,,0,0,0,0,0,0,0,0,0,0.3,2,2395,26348,Brno_1_2021-01-06,11,0,3,1
Brno_1,2021-01-07,6643,,0,0,0,0,0,0,0,0,0,11.9,8,2398,26480,Brno_1_2021-01-07,11,0,4,1
Brno_1,2021-01-08,7215,,0,0,0,0,0,0,0,0,0,0.8,6,2417,26567,Brno_1_2021-01-08,11,0,5,1
Brno_1,2021-01-09,6765,,0,0,0,0,0,0,0,0,0,0.5,4,2379,26644,Brno_1_2021-01-09,11,0,6,1
Brno_1,2021-01-10,6326,,0,0,0,0,0,0,0,0,0,0,4,2339,26654,Brno_1_2021-01-10,11,0,7,1
Brno_1,2021-01-11,6635,,0,0,0,0,0,0,0,0,0,0,4,2375,26670,Brno_1_2021-01-11,11,0,1,1
Brno_1,2021-01-12,6503,,0,0,0,0,0,0,0,0,0,2.1,4,2350,26671,Brno_1_2021-01-12,11,0,2,1
Brno_1,2021-01-13,6418,,0,0,0,0,0,0,0,0,0,2,4,2354,26714,Brno_1_2021-01-13,11,0,3,1
Brno_1,2021-01-14,6544,,0,0,0,0,0,0,0,0,0,0.5,7,2360,26753,Brno_1_2021-01-14,11,0,4,1
Brno_1,2021-01-15,6997,,0,0,0,0,0,0,0,0,0,0.5,10,2361,26779,Brno_1_2021-01-15,11,0,5,1
Brno_1,2021-01-16,6811,,0,0,0,0,0,0,0,0,0,0.5,14,2359,26795,Brno_1_2021-01-16,11,0,6,1
Brno_1,2021-01-17,6476,,0,0,0,0,0,0,0,0,0,59.9,10,2359,26796,Brno_1_2021-01-17,11,0,7,1
Brno_1,2021-01-18,6680,,0,0,0,0,0,0,0,0,0,0.3,8,2372,26803,Brno_1_2021-01-18,11,0,1,1
Brno_1,2021-01-19,6550,,0,0,0,0,0,0,0,0,0,0.3,7,2353,26821,Brno_1_2021-01-19,11,0,2,1
Brno_1,2021-01-20,6224,,0,0,0,0,0,0,0,0,0,0,4,2330,26731,Brno_1_2021-01-20,11,0,3,1
Brno_1,2021-01-21,6632,,0,0,0,0,0,0,0,0,0,0,1,2345,26634,Brno_1_2021-01-21,11,0,4,1
Brno_1,2021-01-22,7155,,0,0,0,0,0,0,0,0,0,0,0,2351,26546,Brno_1_2021-01-22,11,0,5,1
Brno_1,2021-01-23,6730,,0,0,0,0,0,0,0,0,0,0,0,2318,26653,Brno_1_2021-01-23,11,0,6,1
Brno_1,2021-01-24,6158,,0,0,0,0,0,0,0,0,0,2,1,2319,26906,Brno_1_2021-01-24,11,0,7,1
Brno_1,2021-01-25,6278,,0,0,0,0,0,0,0,0,0,0,2,2320,26782,Brno_1_2021-01-25,11,0,1,1
Brno_1,2021-01-26,6184,,0,0,0,0,0,0,0,0,0,0,3,2344,26770,Brno_1_2021-01-26,11,0,2,1
Brno_1,2021-01-27,6465,,0,0,0,0,0,0,0,0,0,0.5,4,2314,26749,Brno_1_2021-01-27,11,0,3,1
Brno_1,2021-01-28,6670,,0,0,0,0,0,0,0,0,0,0,2,2332,26735,Brno_1_2021-01-28,11,0,4,1
Brno_1,2021-01-29,7060,,0,0,0,0,0,0,0,0,0,3.2,0,2332,26696,Brno_1_2021-01-29,11,0,5,1
Brno_1,2021-01-30,6752,,0,0,0,0,0,0,0,0,0,3.8,1,2342,26752,Brno_1_2021-01-30,11,0,6,1
Brno_1,2021-01-31,5883,,0,0,0,0,0,0,0,0,0,0.3,1,2277,26834,Brno_1_2021-01-31,11,0,7,1
Brno_1,2021-02-01,6388,,0,0,0,0,0,0,0,0,0,0,0,2303,26828,Brno_1_2021-02-01,11,0,1,2
Brno_1,2021-02-02,6424,,0,0,0,0,0,0,0,0,0,0,0,2330,26852,Brno_1_2021-02-02,11,0,2,2
Brno_1,2021-02-03,6290,,0,0,0,0,0,0,0,0,0,6.6,0,2331,26832,Brno_1_2021-02-03,11,0,3,2
Brno_1,2021-02-04,6626,,0,0,0,0,0,0,0,0,0,1.8,0,2337,26823,Brno_1_2021-02-04,11,0,4,2
Brno_1,2021-02-05,7221,,0,0,0,0,0,0,0,0,0,0,0,2344,26831,Brno_1_2021-02-05,11,0,5,2
Brno_1,2021-02-06,6754,,0,0,0,0,0,0,0,0,0,2,3,2344,26825,Brno_1_2021-02-06,11,0,6,2
Brno_1,2021-02-07,6356,,0,0,0,0,0,0,0,0,0,0,5,2357,26842,Brno_1_2021-02-07,11,0,7,2
Brno_1,2021-02-08,6596,,0,0,0,0,0,0,0,0,0,4.1,11,2351,26869,Brno_1_2021-02-08,11,0,1,2
Brno_1,2021-02-09,6863,,0,0,0,0,0,0,0,0,0,9.9,15,2359,26900,Brno_1_2021-02-09,11,0,2,2
Brno_1,2021-02-10,6890,,0,0,0,0,0,0,0,0,0,0,15,2349,26933,Brno_1_2021-02-10,11,0,3,2
Brno_1,2021-02-11,7108,,0,0,0,0,0,0,0,0,0,0,15,2368,26975,Brno_1_2021-02-11,11,0,4,2
Brno_1,2021-02-12,7475,,0,0,0,0,0,0,0,0,0,0,14,2357,27000,Brno_1_2021-02-12,11,0,5,2
Brno_1,2021-02-13,7094,,0,0,0,0,0,0,0,0,0,0,12,2381,27034,Brno_1_2021-02-13,11,0,6,2
Brno_1,2021-02-14,6131,,0,0,0,0,0,0,0,0,0,0,12,2320,27012,Brno_1_2021-02-14,11,0,7,2
Brno_1,2021-02-15,6415,,0,0,0,0,0,0,0,0,0,0,12,2365,27029,Brno_1_2021-02-15,11,0,1,2
Brno_1,2021-02-16,6751,,0,0,0,0,0,0,0,0,0,0.8,12,2354,27060,Brno_1_2021-02-16,11,0,2,2
Brno_1,2021-02-17,6749,,0,0,0,0,0,0,0,0,0,1,6,2343,27080,Brno_1_2021-02-17,11,0,3,2
Brno_1,2021-02-18,6645,,0,0,0,0,0,0,0,0,0,0.8,2,2356,27104,Brno_1_2021-02-18,11,0,4,2
Brno_1,2021-02-19,7067,,0,0,0,0,0,0,0,0,0,0,0,2349,27139,Brno_1_2021-02-19,11,0,5,2
Brno_1,2021-02-20,7429,,0,0,0,0,0,0,0,0,0,0,0,2402,27220,Brno_1_2021-02-20,11,0,6,2
Brno_1,2021-02-21,6363,,0,0,0,0,0,0,0,0,0,0.1,0,2363,27262,Brno_1_2021-02-21,11,0,7,2
Brno_1,2021-02-22,6909,,0,0,0,0,1,0,0,0,0,0.8,0,2423,27365,Brno_1_2021-02-22,11,0,1,2
Brno_1,2021-02-23,6643,,0,0,0,0,1,0,0,0,0,0,0,2403,27457,Brno_1_2021-02-23,11,0,2,2
Brno_1,2021-02-24,6670,,0,0,0,0,1,0,0,0,0,0,0,2377,27532,Brno_1_2021-02-24,11,0,3,2
Brno_1,2021-02-25,6981,,0,0,0,0,1,0,0,0,0,0,0,2408,27688,Brno_1_2021-02-25,11,0,4,2
Brno_1,2021-02-26,7306,,0,0,0,0,1,0,0,0,0,0,0,2428,27839,Brno_1_2021-02-26,11,0,5,2
Brno_1,2021-02-27,7401,,0,0,0,0,1,0,0,0,0,1.5,0,2417,27949,Brno_1_2021-02-27,11,0,6,2
Brno_1,2021-02-28,6668,,0,0,0,0,1,0,0,0,0,0,0,2375,28024,Brno_1_2021-02-28,11,0,7,2
Brno_1,2021-03-01,6297,,0,0,0,0,0,0,0,0,0,0,0,2398,28076,Brno_1_2021-03-01,11,0,1,3
Brno_1,2021-03-02,6575,,0,0,0,0,0,0,0,0,0,0,0,2435,28190,Brno_1_2021-03-02,11,0,2,3
Brno_1,2021-03-03,7264,,0,0,0,0,0,0,0,0,0,0,0,2445,28346,Brno_1_2021-03-03,11,0,3,3
Brno_1,2021-03-04,7441,,0,0,0,0,0,0,0,0,0,0,0,2457,28483,Brno_1_2021-03-04,11,0,4,3
Brno_1,2021-03-05,7631,,0,0,0,0,0,0,0,0,0,4.8,0,2437,28602,Brno_1_2021-03-05,11,0,5,3
Brno_1,2021-03-06,7454,,0,0,0,0,0,0,0,0,0,4.8,0,2413,28680,Brno_1_2021-03-06,11,0,6,3
Brno_1,2021-03-07,6903,,0,0,0,0,0,0,0,0,0,0,0,2393,28744,Brno_1_2021-03-07,11,0,7,3
Brno_1,2021-03-08,7419,International womens day,0,0,0,0,0,0,0,0,0,0,1,2417,28807,Brno_1_2021-03-08,11,14,1,3
Brno_1,2021-03-09,7023,,0,0,0,0,0,0,0,0,0,0,0,2380,28820,Brno_1_2021-03-09,11,0,2,3
Brno_1,2021-03-10,7126,,0,0,0,0,0,0,0,0,0,0,0,2421,28873,Brno_1_2021-03-10,11,0,3,3
Brno_1,2021-03-11,7221,,0,0,0,0,0,0,0,0,0,0,0,2416,28889,Brno_1_2021-03-11,11,0,4,3
Brno_1,2021-03-12,7083,,0,0,0,0,0,0,0,0,0,3.8,0,2401,28895,Brno_1_2021-03-12,11,0,5,3
Brno_1,2021-03-13,7277,,0,0,0,0,0,0,0,0,0,0,0,2383,28895,Brno_1_2021-03-13,11,0,6,3
Brno_1,2021-03-14,7300,,0,0,0,0,0,0,0,0,0,0,0,2420,28933,Brno_1_2021-03-14,11,0,7,3
Brno_1,2021-03-15,7059,,0,0,0,0,0,0,0,0,0,0,0,2403,28922,Brno_1_2021-03-15,11,0,1,3
Brno_1,2021-03-16,7120,,0,0,0,0,0,0,0,0,0,0,0,2375,28957,Brno_1_2021-03-16,11,0,2,3
Brno_1,2021-03-17,7021,,0,0,0,0,0,0,0,0,0,0,1,2397,28995,Brno_1_2021-03-17,11,0,3,3
Brno_1,2021-03-18,7286,,0,0,0,0,0,0,0,0,0,0,0,2391,29038,Brno_1_2021-03-18,11,0,4,3
Brno_1,2021-03-19,7216,,0,0,0,0,0,0,0,0,0,16,0,2353,29022,Brno_1_2021-03-19,11,0,5,3
Brno_1,2021-03-20,7514,,0,0,0,0,0,0,0,0,0,1.5,1,2380,29037,Brno_1_2021-03-20,11,0,6,3
Brno_1,2021-03-21,6965,,0,0,0,0,0,0,0,0,0,0,0,2372,29068,Brno_1_2021-03-21,11,0,7,3
Brno_1,2021-03-22,7041,,0,0,0,0,0,0,0,0,0,0.8,0,2351,29016,Brno_1_2021-03-22,11,0,1,3
Brno_1,2021-03-23,6868,,0,0,0,0,0,0,0,0,0,0,0,2343,29006,Brno_1_2021-03-23,11,0,2,3
Brno_1,2021-03-24,6737,,0,0,0,0,0,0,0,0,0,0,0,2345,28929,Brno_1_2021-03-24,11,0,3,3
Brno_1,2021-03-25,6958,,0,0,0,0,0,0,0,0,0,0,0,2354,28888,Brno_1_2021-03-25,11,0,4,3
Brno_1,2021-03-26,7319,,0,0,0,0,0,0,0,0,0,0,0,2351,28859,Brno_1_2021-03-26,11,0,5,3
Brno_1,2021-03-27,7288,,0,0,0,0,0,0,0,0,0,0,0,2329,28778,Brno_1_2021-03-27,11,0,6,3
Brno_1,2021-03-28,6021,,0,0,0,0,0,0,0,0,0,0.3,0,2318,28667,Brno_1_2021-03-28,11,0,7,3
Brno_1,2021-03-29,6694,,0,0,0,0,0,0,0,0,0,0,0,2320,28559,Brno_1_2021-03-29,11,0,1,3
Brno_1,2021-03-30,6927,,0,0,0,0,0,0,0,0,0,0.3,0,2331,28523,Brno_1_2021-03-30,11,0,2,3
Brno_1,2021-03-31,7317,,0,0,0,0,0,0,0,0,0,0,0,2348,28540,Brno_1_2021-03-31,11,0,3,3
Brno_1,2021-04-01,7384,,0,0,0,0,0,0,0,0,0,0,0,2320,28493,Brno_1_2021-04-01,11,0,4,4
Brno_1,2021-04-02,8132,Good Friday,1,0,0,0,0,0,0,0,0,0,0,2389,28556,Brno_1_2021-04-02,11,12,5,4
Brno_1,2021-04-03,7075,,1,0,0,0,0,0,0,0,0,0,0,2353,28517,Brno_1_2021-04-03,11,0,6,4
Brno_1,2021-04-04,6975,,1,0,0,0,0,0,0,0,0,2,0,2360,28465,Brno_1_2021-04-04,11,0,7,4
Brno_1,2021-04-05,5552,Easter Monday,1,0,0,1,0,0,0,0,0,0,0,2345,28442,Brno_1_2021-04-05,11,11,1,4
Brno_1,2021-04-06,6811,,0,0,0,0,0,0,0,0,0,0,0,2317,28416,Brno_1_2021-04-06,11,0,2,4
Brno_1,2021-04-07,6715,,0,0,0,0,0,0,0,0,0,0.3,0,2321,28363,Brno_1_2021-04-07,11,0,3,4
Brno_1,2021-04-08,7036,,0,0,0,0,0,0,0,0,0,0,1,2342,28331,Brno_1_2021-04-08,11,0,4,4
Brno_1,2021-04-09,7544,,0,0,0,0,0,0,0,0,0,0,0,2342,28271,Brno_1_2021-04-09,11,0,5,4
Brno_1,2021-04-10,6897,,0,0,0,0,0,0,0,0,0,0,0,2307,28220,Brno_1_2021-04-10,11,0,6,4
Brno_1,2021-04-11,6032,,0,0,0,0,0,0,0,0,0,0,0,2283,28142,Brno_1_2021-04-11,11,0,7,4
Brno_1,2021-04-12,6502,,0,0,0,0,0,0,0,0,0,0,1,2323,28085,Brno_1_2021-04-12,11,0,1,4
Brno_1,2021-04-13,6484,,0,0,0,0,0,0,0,0,0,7.9,0,2309,27995,Brno_1_2021-04-13,11,0,2,4
Brno_1,2021-04-14,7039,,0,0,0,0,0,0,0,0,0,2.5,0,2344,27985,Brno_1_2021-04-14,11,0,3,4
Brno_1,2021-04-15,6709,,0,0,0,0,0,0,0,0,0,0,0,2331,27958,Brno_1_2021-04-15,11,0,4,4
Brno_1,2021-04-16,7355,,0,0,0,0,0,0,0,0,0,0.5,0,2365,27909,Brno_1_2021-04-16,11,0,5,4
Brno_1,2021-04-17,6965,,0,0,0,0,0,0,0,0,0,0,0,2336,27872,Brno_1_2021-04-17,11,0,6,4
Brno_1,2021-04-18,5932,,0,0,0,0,0,0,0,0,0,0,0,2330,27818,Brno_1_2021-04-18,11,0,7,4
Brno_1,2021-04-19,6691,,0,0,0,0,0,0,0,0,0,0.3,0,2327,27767,Brno_1_2021-04-19,11,0,1,4
Brno_1,2021-04-20,6518,,0,0,0,0,0,0,0,0,0,2.3,0,2341,27689,Brno_1_2021-04-20,11,0,2,4
Brno_1,2021-04-21,6531,,0,0,0,0,0,0,0,0,0,0.5,0,2319,27622,Brno_1_2021-04-21,11,0,3,4
Brno_1,2021-04-22,6664,,0,0,0,0,0,0,0,0,0,0.5,0,2308,27587,Brno_1_2021-04-22,11,0,4,4
Brno_1,2021-04-23,7310,,0,0,0,0,0,0,0,0,0,1.3,0,2321,27566,Brno_1_2021-04-23,11,0,5,4
Brno_1,2021-04-24,6794,,0,0,0,0,0,0,0,0,0,0,0,2313,27520,Brno_1_2021-04-24,11,0,6,4
Brno_1,2021-04-25,5981,,0,0,0,0,0,0,0,0,0,0,0,2300,27434,Brno_1_2021-04-25,11,0,7,4
Brno_1,2021-04-26,6539,,0,0,0,0,0,0,0,0,0,0,0,2319,27397,Brno_1_2021-04-26,11,0,1,4
Brno_1,2021-04-27,6361,,0,0,0,0,0,0,0,0,0,0,0,2315,27393,Brno_1_2021-04-27,11,0,2,4
Brno_1,2021-04-28,6518,,0,0,0,0,0,0,0,0,0,0,0,2301,27341,Brno_1_2021-04-28,11,0,3,4
Brno_1,2021-04-29,6805,,0,0,0,0,0,0,0,0,0,1.6,0,2314,27310,Brno_1_2021-04-29,11,0,4,4
Brno_1,2021-04-30,7637,,0,0,0,0,0,0,0,0,0,0.1,0,2315,27253,Brno_1_2021-04-30,11,0,5,4
Brno_1,2021-05-01,6375,Labour Day,1,0,0,0,0,0,0,0,0,5.2,0,2296,27168,Brno_1_2021-05-01,11,16,6,5
Brno_1,2021-05-02,6057,,0,0,0,0,0,0,0,0,0,2.3,0,2282,26935,Brno_1_2021-05-02,11,0,7,5
Brno_1,2021-05-03,6536,,0,0,0,0,0,0,0,0,0,0,0,2296,26850,Brno_1_2021-05-03,11,0,1,5
Brno_1,2021-05-04,6259,,0,0,0,0,0,0,0,0,0,0,0,2283,26771,Brno_1_2021-05-04,11,0,2,5
Brno_1,2021-05-05,6577,,0,0,0,0,0,0,0,0,0,1,0,2296,26764,Brno_1_2021-05-05,11,0,3,5
Brno_1,2021-05-06,6667,,0,0,0,0,0,0,0,0,0,0.2,0,2303,26726,Brno_1_2021-05-06,11,0,4,5
Brno_1,2021-05-07,7695,,0,0,0,0,0,0,0,0,0,0.1,0,2317,26734,Brno_1_2021-05-07,11,0,5,5
Brno_1,2021-05-08,7732,Den osvobozeni,1,0,0,1,0,0,0,0,0,0,0,2417,26865,Brno_1_2021-05-08,11,9,6,5
Brno_1,2021-05-09,6170,,0,0,0,0,0,0,0,0,0,0,0,2302,26838,Brno_1_2021-05-09,11,0,7,5
Brno_1,2021-05-10,6243,,0,0,0,0,0,0,0,0,0,0,0,2282,26794,Brno_1_2021-05-10,11,0,1,5
Brno_1,2021-05-11,6619,,0,0,0,0,0,0,0,0,0,0,0,2281,26807,Brno_1_2021-05-11,11,0,2,5
Brno_1,2021-05-12,6453,,0,0,0,0,0,0,0,0,0,0,0,2296,26805,Brno_1_2021-05-12,11,0,3,5
Brno_1,2021-05-13,6841,,0,0,0,0,0,0,0,0,0,28.5,0,2306,26792,Brno_1_2021-05-13,11,0,4,5
Brno_1,2021-05-14,7245,,0,0,0,0,0,0,0,0,0,7.2,0,2303,26768,Brno_1_2021-05-14,11,0,5,5
Brno_1,2021-05-15,6657,,0,0,0,0,0,0,0,0,0,10,0,2303,26748,Brno_1_2021-05-15,11,0,6,5
Brno_1,2021-05-16,5921,,0,0,0,0,0,0,0,0,0,0.7,0,2275,26654,Brno_1_2021-05-16,11,0,7,5
Brno_1,2021-05-17,6463,,0,0,0,0,0,0,0,0,0,2.8,0,2283,26612,Brno_1_2021-05-17,11,0,1,5
Brno_1,2021-05-18,5169,,0,0,0,0,0,0,0,0,0,0.1,0,2273,26571,Brno_1_2021-05-18,11,0,2,5
Brno_1,2021-05-19,6094,,0,0,0,0,0,0,0,0,0,6.4,0,2282,26518,Brno_1_2021-05-19,11,0,3,5
Brno_1,2021-05-20,7006,,0,0,0,0,0,0,0,0,0,1,0,2293,26502,Brno_1_2021-05-20,11,0,4,5
Brno_1,2021-05-21,7245,,0,0,0,0,0,0,0,0,0,0.3,0,2315,26545,Brno_1_2021-05-21,11,0,5,5
Brno_1,2021-05-22,6525,,0,0,0,0,0,0,0,0,0,4.2,0,2296,26549,Brno_1_2021-05-22,11,0,6,5
Brno_1,2021-05-23,6079,,0,0,0,0,0,0,0,0,0,0.4,0,2279,26482,Brno_1_2021-05-23,11,0,7,5
Brno_1,2021-05-24,6363,,0,0,0,0,0,0,0,0,0,2.6,0,2281,26451,Brno_1_2021-05-24,11,0,1,5
